Author,and,said,do,not,now,have,which,man,let,me,them,out,unto,ye,to,as,is,in,your,these,for,therefore,they,the,of,my,again,one,he,will,be,we,with,thee,than,upon,but,forth,their,into,that,were,hast,thou,thy,whatsoever,because,lord,hath,it,his,when,then,are,lest,being,him,without,had,neither,all,some,shall,also,till,was,from,those,became,where,god,our,there,make,may,her,thus,by,thence,yea,didst,shalt,if,thine,what,ought,yet,every,whither,say,other,did,whom,an,who,would,should,among,or,no,wherefore,how,many,ever,moreover,himself,thereof,whose,cometh,upward,according,thyself,like,more,such,wherein,doeth,whence,been,much,throughout,could,hence,verily,must,once,each,inasmuch,downward,abundance,whereto,seest,therewith,whereof,thereby,shouldest,outward,howsoever,becometh,henceforth,whereby,thereon,thereupon,thereunto,wherewith,oft,oftentimes,whosoever,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,therein,notwithstanding,whereon,soever,forthwith,therefrom,wheresoever,whoso,a_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,i_percentage_use,p_percentage_use,r_percentage_use,y_percentage_use,o_percentage_use,u_percentage_use,b_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,w_percentage_use,c_percentage_use,k_percentage_use,l_percentage_use,v_percentage_use,g_percentage_use,m_percentage_use,f_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zephaniah,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,0.0,5.0,1.0,2.0,16.0,9.0,6.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07909604519774012,0.06497175141242938,0.03389830508474576,0.04519774011299435,0.06638418079096045,0.02401129943502825,0.05367231638418079,0.029661016949152543,0.07768361581920905,0.029661016949152543,0.009887005649717515,0.1271186440677966,0.10734463276836158,0.07627118644067797,0.011299435028248588,0.00847457627118644,0.002824858757062147,0.05367231638418079,0.00847457627118644,0.018361581920903956,0.03672316384180791,0.031073446327683617,0.002824858757062147,0.0,0.0,0.0,175,4.045714285714285,35.0,108.99858757062147
Haggai,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781758957654723,0.0781758957654723,0.04560260586319218,0.06840390879478828,0.0749185667752443,0.016286644951140065,0.06514657980456026,0.026058631921824105,0.08794788273615635,0.013029315960912053,0.013029315960912053,0.10097719869706841,0.10097719869706841,0.08794788273615635,0.02280130293159609,0.016286644951140065,0.009771986970684038,0.029315960912052116,0.0,0.02280130293159609,0.013029315960912053,0.026058631921824105,0.0,0.0,0.0,0.0,80,3.8375,26.666666666666668,43.99674267100976
Zechariah,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07650273224043716,0.04918032786885246,0.0546448087431694,0.08743169398907104,0.04918032786885246,0.02185792349726776,0.06557377049180328,0.04918032786885246,0.08196721311475409,0.0273224043715847,0.01639344262295082,0.10382513661202186,0.08196721311475409,0.07650273224043716,0.00546448087431694,0.02185792349726776,0.0,0.060109289617486336,0.0,0.01092896174863388,0.02185792349726776,0.02185792349726776,0.00546448087431694,0.0,0.0,0.00546448087431694,43,4.255813953488372,21.5,20.994535519125694
Malachi,7.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07523510971786834,0.054858934169279,0.03918495297805643,0.07053291536050156,0.061128526645768025,0.009404388714733543,0.05642633228840126,0.025078369905956112,0.08934169278996865,0.032915360501567396,0.01567398119122257,0.12852664576802508,0.0987460815047022,0.08150470219435736,0.02037617554858934,0.007836990595611285,0.007836990595611285,0.05172413793103448,0.018808777429467086,0.012539184952978056,0.01567398119122257,0.025078369905956112,0.0,0.0,0.0,0.0,161,3.9627329192546585,32.2,98.99843260188086
Matthew,31.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09099437148217636,0.075046904315197,0.055347091932457786,0.0600375234521576,0.05909943714821764,0.017823639774859287,0.04784240150093809,0.012195121951219513,0.0600375234521576,0.016885553470919325,0.010318949343339587,0.13133208255159476,0.08067542213883677,0.07786116322701689,0.024390243902439025,0.014071294559099437,0.008442776735459663,0.04409005628517824,0.0028142589118198874,0.025328330206378986,0.03095684803001876,0.02626641651031895,0.0075046904315197,0.0,0.0,0.001876172607879925,242,4.404958677685951,24.2,129.9812382739212
Mark,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059130434782608696,0.06434782608695652,0.03304347826086956,0.0782608695652174,0.06956521739130435,0.017391304347826087,0.04869565217391304,0.03304347826086956,0.05565217391304348,0.022608695652173914,0.01565217391304348,0.1391304347826087,0.09565217391304348,0.09043478260869565,0.02434782608695652,0.017391304347826087,0.01217391304347826,0.019130434782608695,0.010434782608695653,0.01391304347826087,0.01391304347826087,0.017391304347826087,0.0034782608695652175,0.0,0.0,0.0,142,4.049295774647887,23.166666666666668,81.95478260869562
Luke,28.0,6.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,6.0,2.0,1.0,8.0,0.0,12.0,1.0,6.0,5.0,0.0,0.0,5.0,1.0,2.0,43.0,25.0,0.0,0.0,0.0,13.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,7.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,3.0,0.0,1.0,1.0,3.0,14.0,0.0,3.0,0.0,6.0,0.0,4.0,0.0,0.0,13.0,3.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07849293563579278,0.06802721088435375,0.05337519623233909,0.05703819989534275,0.06279434850863422,0.015175300889586603,0.043432757718472007,0.012035583464154892,0.07692307692307693,0.023547880690737835,0.015175300889586603,0.1261119832548404,0.09628466771323914,0.09105180533751962,0.026687598116169546,0.014652014652014652,0.0031397174254317113,0.03610675039246468,0.009419152276295133,0.01988487702773417,0.024594453165881738,0.023547880690737835,0.004186289900575615,0.0,0.0,0.0005232862375719519,487,3.924024640657084,23.142857142857142,297.9822082679226
John,9.0,3.0,1.0,6.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06035502958579882,0.07928994082840236,0.03431952662721893,0.06863905325443787,0.06627218934911243,0.011834319526627219,0.03431952662721893,0.015384615384615385,0.06627218934911243,0.02485207100591716,0.016568047337278107,0.12662721893491125,0.09467455621301775,0.06863905325443787,0.02603550295857988,0.015384615384615385,0.004733727810650888,0.023668639053254437,0.015384615384615385,0.009467455621301775,0.01775147928994083,0.021301775147928994,0.002366863905325444,0.001183431952662722,0.0,0.0,214,3.9485981308411215,20.9,117.90532544378699
Paul,7.0,1.0,7.0,11.0,2.0,0.0,9.0,3.0,0.0,8.0,1.0,0.0,5.0,3.0,12.0,3.0,17.0,9.0,0.0,0.0,14.0,0.0,0.0,33.0,8.0,2.0,0.0,0.0,2.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,25.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07116104868913857,0.07009095773140717,0.05350454788657036,0.05082932049224184,0.07169609416800428,0.004815409309791332,0.0449438202247191,0.010165864098448368,0.08614232209737828,0.027822364901016586,0.02514713750668807,0.10593900481540931,0.10593900481540931,0.08721241305510968,0.04119850187265917,0.019261637239165328,0.005885500267522739,0.03745318352059925,0.006955591225254147,0.0149812734082397,0.029427501337613696,0.025682182985553772,0.001070090957731407,0.001070090957731407,0.0,0.0,504,3.7083333333333335,25.2,302.9983948635635
Unknown,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08778625954198473,0.08015267175572519,0.04198473282442748,0.03816793893129771,0.09541984732824428,0.007633587786259542,0.04961832061068702,0.019083969465648856,0.04961832061068702,0.022900763358778626,0.015267175572519083,0.10687022900763359,0.0916030534351145,0.10305343511450382,0.022900763358778626,0.03816793893129771,0.0,0.04961832061068702,0.003816793893129771,0.022900763358778626,0.030534351145038167,0.022900763358778626,0.0,0.0,0.0,0.0,67,3.91044776119403,22.333333333333332,43.99999999999997
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0625,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.020833333333333332,0.22916666666666666,0.125,0.08333333333333333,0.020833333333333332,0.020833333333333332,0.0,0.0625,0.0,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,12,4.0,12.0,7.999999999999997
Peter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05660377358490566,0.07547169811320754,0.018867924528301886,0.05660377358490566,0.07547169811320754,0.0,0.05660377358490566,0.03773584905660377,0.11320754716981132,0.05660377358490566,0.0,0.1320754716981132,0.07547169811320754,0.05660377358490566,0.0,0.018867924528301886,0.0,0.03773584905660377,0.05660377358490566,0.018867924528301886,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,12,4.416666666666667,12.0,7.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029239766081871343,0.023391812865497075,0.04093567251461988,0.07602339181286549,0.029239766081871343,0.011695906432748537,0.07017543859649122,0.023391812865497075,0.10526315789473684,0.04678362573099415,0.029239766081871343,0.14035087719298245,0.0935672514619883,0.08187134502923976,0.04093567251461988,0.017543859649122806,0.017543859649122806,0.05847953216374269,0.005847953216374269,0.005847953216374269,0.023391812865497075,0.023391812865497075,0.005847953216374269,0.0,0.0,0.0,39,4.384615384615385,19.5,22.000000000000007
John,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08990825688073395,0.05871559633027523,0.03302752293577982,0.05688073394495413,0.06422018348623854,0.001834862385321101,0.029357798165137616,0.014678899082568808,0.06972477064220184,0.023853211009174313,0.011009174311926606,0.09174311926605505,0.11009174311926606,0.08256880733944955,0.031192660550458717,0.027522935779816515,0.007339449541284404,0.044036697247706424,0.005504587155963303,0.01651376146788991,0.027522935779816515,0.023853211009174313,0.0,0.0,0.001834862385321101,0.0,122,4.467213114754099,30.0,57.92293577981651
